nr.pol	powt	population	genotyp	l.k³	l.ziarn	waga z.	d³.k³ 20	d³.k³	lzzk	wzzk	ctn	plon (g)	wys	wyleg	data k³	data kw	rwness	shape
1101	I	MARESI	MARESI	20	434	19,09	161	8,05	21,7	0,95	43,99	320	77	0	13	19	2	r
1504	II	MARESI	MARESI	20	404	15,86	158	7,9	20,2	0,79	39,26	290	71	0	12	17	2	r
1780	III	MARESI	MARESI	20	421	17,01	160	8	21,05	0,85	40,4	305	82	0	13	19	2	r
1118	I	MP	MP104	20	513	25,51	169	8,45	25,65	1,28	49,73	260	72	0	14	19	2	r
1352	II	MP	MP104	20	532	25,87	199	9,95	26,6	1,29	48,63	350	65	0	13	18	2	r
1531	III	MP	MP104	20	522	26,71	176	8,8	26,1	1,34	51,17	305	80	0	13	19	2	r
1080	I	MP	MP105	20	525	24,8	169	8,45	26,25	1,24	47,24	210	75	0	16	19	2	w
1297	II	MP	MP105	20	499	27,83	173	8,65	24,95	1,39	55,77	260	85	0	16	19	2	w
1550	III	MP	MP105	20	492	24,82	160	8	24,6	1,24	50,45	235	82	0	16	19	2	w
1081	I	MP	MP107	20	1081	33,78	111,5	5,58	54,05	1,69	31,25	160	64	0	18	22	6	r
1344	II	MP	MP107	20	1267	39,68	104	5,2	63,35	1,98	31,32	200	62	0	16	22	6	r
1600	III	MP	MP107	19	977	28,7	95	5	51,42	1,51	29,38	180	63	0	14	21	6	r
1194	I	MP	MP110	20	496	26,31	123	6,15	24,8	1,32	53,04	220	85	0	9	16	2	w
1359	II	MP	MP110	20	409	19,35	153	7,65	20,45	0,97	47,31	200	85	1	8	16	2	w
1533	III	MP	MP110	20	454	22,29	154	7,7	22,7	1,11	49,1	210	92	1	8	16	2	w
1206	I	MP	MP112	19	462	25,43	134	7,05	24,32	1,34	55,04	290	67	0	18	21	2	r
1395	II	MP	MP112	20	500	27,4	139,5	6,98	25	1,37	54,8	310	61	0	15	21	2	r
1551	III	MP	MP112	20	504	24,78	139	6,95	25,2	1,24	49,17	300	71	0	16	21	2	r
1200	I	MP	MP113	20	1074	34,9	136	6,8	53,7	1,75	32,5	290	63	0	15	19	6	r
1373	II	MP	MP113	20	1087	25,98	114,5	5,73	54,35	1,3	23,9	200	66	0	12	18	6	r
1546	III	MP	MP113	20	1075	26,69	130	6,5	53,75	1,33	24,83	245	68	0	13	18	6	r
1150	I	MP	MP115	20	498	24,47	133	6,65	24,9	1,22	49,14	160	87	1	11	17	2	w
1392	II	MP	MP115	20	507	25,89	138	6,9	25,35	1,29	51,07	150	104	2	10	18	2	w
1532	III	MP	MP115	20	512	27,1	158	7,9	25,6	1,36	52,93	155	97	1	11	17	2	w
1130	I	MP	MP118	20	505	25,36	126	6,3	25,25	1,27	50,22	200	76	0	14	21	2	r
1361	II	MP	MP118	20	476	25,01	130	6,5	23,8	1,25	52,54	200	77	0	13	19	2	r
1557	III	MP	MP118	20	456	24,41	121	6,05	22,8	1,22	53,53	200	77	0	13	19	2	r
1196	I	MP	MP119	20	862	34,16	137	6,85	43,1	1,71	39,63	290	63	0	14	18	6	r
1394	II	MP	MP119	20	1105	27,23	100	5	55,25	1,36	24,64	300	66	0	17	19	6	r
1686	III	MP	MP119	20	865	25,12	121	6,05	43,25	1,26	29,04	295	59	0	14	18	6	r
1162	I	MP	MP123	20	501	25,95	164	8,2	25,05	1,3	51,8	260	104	0	12	18	2	w
1469	II	MP	MP123	19	450	22,91	157	8,26	23,68	1,21	50,91	200	92	0	12	17	2	w
1633	III	MP	MP123	20	504	27,44	156	7,8	25,2	1,37	54,44	230	97	0	12	17	2	w
1120	I	MP	MP125	20	1076	30,48	131	6,55	53,8	1,52	28,33	300	66	0	14	19	6	r
1386	II	MP	MP125	20	1138	32,56	122	6,1	56,9	1,63	28,61	300	63	0	14	22	6	r
1688	III	MP	MP125	20	1101	31,02	130	6,5	55,05	1,55	28,17	300	58	0	14	19	6	r
1173	I	MP	MP127	20	1272	40,29	129	6,45	63,6	2,01	31,67	210	76	0	13	19	6	w
1393	II	MP	MP127	20	1374	49,86	138	6,9	68,7	2,49	36,29	210	79	0	14	21	6	w
1696	III	MP	MP127	20	1305	45,28	132	6,6	65,25	2,26	34,7	210	92	3	14	20	6	w
1167	I	MP	MP129	19	1144	41,65	97	5,11	60,21	2,19	36,41	250	61	0	18	22	6	r
1358	II	MP	MP129	19	1148	40,62	97,5	5,13	60,42	2,14	35,38	300	70	0	16	22	6	r
1679	III	MP	MP129	20	1161	41,38	103	5,15	58,05	2,07	35,64	275	61	0	14	18	6	r
1076	I	MP	MP132	20	874	22,7	116	5,8	43,7	1,14	25,97	260	70	0	14	18	6	r
1380	II	MP	MP132	20	1142	34,88	133	6,65	57,1	1,74	30,54	220	61	0	14	19	6	r
1588	III	MP	MP132	20	1014	31,45	124	6,2	50,7	1,57	31,02	240	62	0	14	19	6	r
1017	I	MP	MP144	20	489	22,18	130	6,5	24,45	1,11	45,36	200	80	0	14	18	2	w
1426	II	MP	MP144	20	510	23,52	131	6,55	25,5	1,18	46,12	220	92	0	11	16	2	w
1783	III	MP	MP144	20	454	19,79	125	6,25	22,7	0,99	43,59	210	80	0	11	16	2	w
1240	I	MP	MP147	20	459	23,01	107	5,35	22,95	1,15	50,13	160	78	0	15	21	2	r
1368	II	MP	MP147	20	463	23,26	101	5,05	23,15	1,16	50,24	160	63	0	16	22	2	r
1710	III	MP	MP147	20	489	24,01	110	5,5	24,45	1,2	49,1	160	67	0	15	20	2	r
1227	I	MP	MP19	20	443	19,9	121	6,05	22,15	1	44,92	260	65	0	11	17	2	r
1377	II	MP	MP19	20	470	22,3	135	6,75	23,5	1,12	47,45	270	59	0	14	19	2	r
1584	III	MP	MP19	20	455	20,45	126	6,3	22,75	1,02	44,95	265	57	0	14	19	2	r
1216	I	MP	MP2	20	957	36,77	136	6,8	47,85	1,84	38,42	250	78	0	16	18	6	r
1464	II	MP	MP2	20	1146	45,17	148	7,4	57,3	2,26	39,42	200	77	0	13	18	6	r
1570	III	MP	MP2	20	920	33,93	128	6,4	46	1,7	36,88	225	83	0	14	19	6	r
1224	I	MP	MP21	20	1115	35,74	96	4,8	55,75	1,79	32,05	150	82	0	12	18	6	w
1348	II	MP	MP21	20	992	29,26	89	4,45	49,6	1,46	29,5	250	92	1	13	16	6	w
1585	III	MP	MP21	20	1261	43,58	88	4,4	63,05	2,18	34,56	200	78	0	10	16	6	w
1126	I	MP	MP22	20	517	27,12	203,5	10,18	25,85	1,36	52,46	300	67	0	16	19	2	r
1388	II	MP	MP22	20	504	27,59	144,5	7,23	25,2	1,38	54,74	280	66	0	15	19	2	r
1704	III	MP	MP22	20	525	28	180	9	26,25	1,4	53,33	290	59	0	13	18	2	r
1193	I	MP	MP27	20	1305	46,66	158	7,9	65,25	2,33	35,75	350	84	1	13	19	2	w
1375	II	MP	MP27	20	1079	35,17	124	6,2	53,95	1,76	32,59	250	76	0	15	22	2	w
1586	III	MP	MP27	20	1253	38,9	135	6,75	62,65	1,95	31,05	250	66	0	15	19	2	w
1069	I	MP	MP30	20	516	27,32	161	8,05	25,8	1,37	52,95	210	69	0	19	21	2	r
1501	II	MP	MP30	20	487	23,25	122	6,1	24,35	1,16	47,74	260	72	0	16	21	2	r
1547	III	MP	MP30	20	508	25,69	150	7,5	25,4	1,28	50,57	235	78	0	15	20	2	r
1215	I	MP	MP32	20	1180	39,57	123	6,15	59	1,98	33,53	240	70	0	13	17	6	r
1328	II	MP	MP32	20	1156	46,38	145	7,25	57,8	2,32	40,12	300	75	0	14	17	6	r
1614	III	MP	MP32	20	1035	38,78	139	6,95	51,75	1,94	37,47	270	65	0	12	17	6	r
1168	I	MP	MP33	20	996	39,96	140	7	49,8	2	40,12	300	79	0	13	19	6	w
1356	II	MP	MP33	20	977	36,7	143,5	7,18	48,85	1,84	37,56	310	92	0	13	18	6	w
1548	III	MP	MP33	20	1152	45,83	102	5,1	57,6	2,29	39,78	305	87	0	15	19	6	w
1213	I	MP	MP39	20	473	25,6	182	9,1	23,65	1,28	54,12	220	80	0	14	20	2	r
1338	II	MP	MP39	20	488	26,06	176,5	8,83	24,4	1,3	53,4	310	74	0	13	18	2	r
1530	III	MP	MP39	20	434	19,17	164	8,2	21,7	0,96	44,17	265	79	0	13	19	2	r
1161	I	MP	MP40	19	805	25,94	104	5,47	42,37	1,37	32,22	300	91	5	10	18	6	w
1355	II	MP	MP40	20	714	21,56	110	5,5	35,7	1,08	30,2	270	97	5	11	17	6	w
1536	III	MP	MP40	20	924	33,76	111	5,55	46,2	1,69	36,54	285	93	2	11	17	6	w
1236	I	MP	MP49	19	418	20,37	151	7,95	22	1,07	48,73	260	78	5	12	18	2	r
1439	II	MP	MP49	20	456	22,86	178	8,9	22,8	1,14	50,13	200	71	0	13	18	2	r
1529	III	MP	MP49	20	464	23,9	165	8,25	23,2	1,2	51,51	230	70	0	14	20	2	r
1198	I	MP	MP50	20	1375	59,9	105	5,25	68,75	3	43,56	250	85	0	14	19	6	w
1349	II	MP	MP50	20	1314	42,71	102	5,1	65,7	2,14	32,5	190	86	0	15	21	6	w
1624	III	MP	MP50	20	1272	43,5	104	5,2	63,6	2,18	34,2	220	82	0	16	22	6	w
1214	I	MP	MP501	20	424	17,42	154	7,7	21,2	0,87	41,08	230	77	0	13	19	2	r
1371	II	MP	MP501	20	453	21,88	177	8,85	22,65	1,09	48,3	270	68	0	13	19	2	r
1622	III	MP	MP501	22	426	19,14	148	6,73	19,36	0,87	44,93	250	53	0	14	19	2	r
1219	I	MP	MP502	20	1114	36,62	152	7,6	55,7	1,83	32,87	290	75	0	16	18	6	r
1339	II	MP	MP502	19	1266	36,86	132,5	6,97	66,63	1,94	29,12	310	62	0	17	19	6	r
1708	III	MP	MP502	20	1278	34,54	131	6,55	63,9	1,73	27,03	300	68	0	17	19	6	r
1188	I	MP	MP503	20	537	27,1	169	8,45	26,85	1,36	50,47	310	79	0	13	18	2	w
1333	II	MP	MP503	20	488	26,09	196	9,8	24,4	1,3	53,46	310	88	0	12	18	2	w
1713	III	MP	MP503	20	497	26,18	200	10	24,85	1,31	52,68	310	87	0	13	19	2	w
1197	I	MP	MP504	20	1229	36,8	112	5,6	61,45	1,84	29,94	290	63	0	14	19	6	w
1342	II	MP	MP504	20	1330	34,48	124	6,2	66,5	1,72	25,92	280	84	0	14	18	6	w
1669	III	MP	MP504	20	1168	33,05	129,5	6,48	58,4	1,65	28,3	285	77	1	15	20	6	w
1208	I	MP	MP505	20	1092	35,31	166	8,3	54,6	1,77	32,34	260	70	0	13	18	6	r
1362	II	MP	MP505	20	1173	39,83	158	7,9	58,65	1,99	33,96	320	72	0	14	18	6	r
1634	III	MP	MP505	20	976	31,13	142	7,1	48,8	1,56	31,9	290	79	0	14	19	6	r
1136	I	MP	MP508	20	500	23,66	130	6,5	25	1,18	47,32	260	88	0	10	16	2	w
1345	II	MP	MP508	20	497	23,78	129	6,45	24,85	1,19	47,85	270	94	1	9	16	2	w
1597	III	MP	MP508	20	496	25,64	122	6,1	24,8	1,28	51,69	265	93	0	9	16	2	w
1131	I	MP	MP509	20	1191	38,51	128	6,4	59,55	1,93	32,33	230	69	0	16	22	6	r
1462	II	MP	MP509	20	1228	37,67	134	6,7	61,4	1,88	30,68	200	60	0	16	22	6	r
1681	III	MP	MP509	20	1201	37	115	5,75	60,05	1,85	30,81	215	70	0	16	21	6	r
1237	I	MP	MP51	20	1297	43,48	124	6,2	64,85	2,17	33,52	220	92	5	13	17	6	w
1390	II	MP	MP51	20	1115	31,68	131	6,55	55,75	1,58	28,41	270	81	2	12	19	6	w
